,formatted_block,geo_code,district,link,block,compartment_amount,orientation,area,floor,metro_location,metro_location_distance,price,sublet
169,朝阳区烟厂宿舍,"116.581045,39.914935",朝阳区,www.ziroom.com/x/807915537.html,烟厂宿舍,2,北,10.5,5/6,双桥站,933,2360,False
170,朝阳区翠成馨园A区,"116.501427,39.860611",朝阳区,www.ziroom.com/x/721101574.html,翠成馨园A区,4,北,11.5,13/14,垡头站,892,2370,True
171,朝阳区北京新天地四期,"116.606003,39.917056",朝阳区,www.ziroom.com/x/788250988.html,北京新天地四期,3,南,10.5,19/26,常营站,1370,2360,False
172,朝阳区康泉小区,"116.610228,39.900102",朝阳区,www.ziroom.com/x/775302652.html,康泉小区,3,南,14.0,16/28,八里桥站,1173,2430,False
173,朝阳区弘善家园,"116.448050,39.870565",朝阳区,www.ziroom.com/x/712037215.html,弘善家园,2,南,8.1,16/19,十里河站,717,2370,False
174,朝阳区定福家园1号院,"116.571665,39.923285",朝阳区,www.ziroom.com/x/685443897.html,定福家园1号院,3,南,8.7,8/12,黄渠站,548,2390,False
175,朝阳区金蝉北里,"116.508199,39.868014",朝阳区,www.ziroom.com/x/733339676.html,金蝉北里,3,东,12.2,13/18,欢乐谷景区站,813,2360,False
176,朝阳区翠成馨园A区,"116.501427,39.860611",朝阳区,www.ziroom.com/x/728534587.html,翠成馨园A区,4,南,11.0,4/6,垡头站,892,2390,True
177,朝阳区翠成馨园E区,"116.499655,39.865844",朝阳区,www.ziroom.com/x/772344540.html,翠成馨园E区,3,北,10.0,25/28,垡头站,1039,2360,False
178,朝阳区连心园西区,"116.608082,39.920163",朝阳区,www.ziroom.com/x/718536797.html,连心园西区,3,北,16.5,6/6,常营站,969,2430,False
179,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/630335719.html,北京像素北区,3,北,9.2,3/17,草房站,349,2390,False
180,朝阳区松榆西里,"116.464439,39.873732",朝阳区,www.ziroom.com/x/779731575.html,松榆西里,3,南,8.74,3/6,潘家园站,615,2360,False
181,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/752248468.html,北京像素北区,3,西北,9.0,4/13,草房站,349,2390,False
182,朝阳区劲松一区,"116.457251,39.885278",朝阳区,www.ziroom.com/x/807930272.html,劲松一区,3,西,6.46,9/12,劲松站,135,2390,False
183,朝阳区康营家园二十三区,"116.540860,40.034201",朝阳区,www.ziroom.com/x/712299309.html,康营家园二十三区,3,北,15.0,1/11,孙河站,1610,2390,True
184,朝阳区建东苑,"116.584383,39.915862",朝阳区,www.ziroom.com/x/732639821.html,建东苑,3,东南,11.98,3/6,双桥站,1138,2390,True
185,朝阳区翠成馨园A区,"116.501427,39.860611",朝阳区,www.ziroom.com/x/770060966.html,翠成馨园A区,3,西北,10.8,3/18,垡头站,892,2390,False
186,朝阳区沁园小区,"116.455155,39.995801",朝阳区,www.ziroom.com/x/634885030.html,沁园小区,4,北,11.9,11/12,常营站,961,2390,False
187,朝阳区北花园小区6号院,"116.552531,39.903568",朝阳区,www.ziroom.com/x/735237384.html,北花园小区6号院,3,北,10.8,10/29,传媒大学站,858,2390,False
188,朝阳区北花园小区2号院,"116.551627,39.905568",朝阳区,www.ziroom.com/x/773046238.html,北花园小区2号院,4,北,11.1,7/29,传媒大学站,889,2390,False
189,朝阳区管庄西里,"116.588498,39.913608",朝阳区,www.ziroom.com/x/724462527.html,管庄西里,3,南,12.0,5/6,双桥站,1461,2360,False
190,朝阳区天泰新房苑,"116.563945,39.902975",朝阳区,www.ziroom.com/x/785480280.html,天泰新房苑,6,南,12.5,6/7,传媒大学站,1294,2390,False
191,朝阳区北花园小区6号院,"116.552531,39.903568",朝阳区,www.ziroom.com/x/735647403.html,北花园小区6号院,3,北,10.7,20/29,传媒大学站,858,2390,False
192,朝阳区泰福苑D2区,"116.501991,39.923084",朝阳区,www.ziroom.com/x/644326620.html,泰福苑D2区,3,北,8.3,23/27,黄渠站,664,2370,False
193,朝阳区聚福苑,"116.556457,39.916427",朝阳区,www.ziroom.com/x/717693673.html,聚福苑,3,南,10.0,10/17,传媒大学站,989,2390,False
194,朝阳区苹果派,"116.578150,39.929918",朝阳区,www.ziroom.com/x/694329161.html,苹果派,4,北,11.7,9/12,黄渠站,854,2390,False
195,朝阳区翠成馨园C区,"116.499522,39.865741",朝阳区,www.ziroom.com/x/711597223.html,翠成馨园C区,3,西,10.0,7/18,垡头站,648,2390,False
196,朝阳区旭辉奥都,"116.415543,40.045454",朝阳区,www.ziroom.com/x/807864745.html,旭辉奥都,3,北,8.0,3/27,立水桥南站,608,2390,False
197,朝阳区艺水芳园,"116.562768,39.904875",朝阳区,www.ziroom.com/x/556474488.html,艺水芳园,4,南,11.0,7/10,传媒大学站,1060,2390,False
198,朝阳区苹果派,"116.578150,39.929918",朝阳区,www.ziroom.com/x/730381952.html,苹果派,4,北,11.3,10/11,黄渠站,854,2390,True
199,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/771923851.html,北京像素北区,3,东,7.6,15/17,草房站,349,2390,False
200,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/718781237.html,北京像素北区,3,东,10.8,4/17,草房站,349,2430,True
201,朝阳区远洋一方溪语苑,"116.600336,39.898512",朝阳区,www.ziroom.com/x/711105142.html,远洋一方溪语苑,3,南,11.1,2/11,管庄站,1340,2390,False
202,朝阳区天泰新房苑,"116.563945,39.902975",朝阳区,www.ziroom.com/x/726972499.html,天泰新房苑,6,南,12.1,6/7,传媒大学站,1294,2390,False
203,朝阳区艺水芳园,"116.562768,39.904875",朝阳区,www.ziroom.com/x/619420563.html,艺水芳园,4,南,10.5,10/15,传媒大学站,1060,2390,False
204,朝阳区保利嘉园一号院,"116.608441,39.930858",朝阳区,www.ziroom.com/x/715768417.html,保利嘉园一号院,3,南,11.5,21/29,常营站,941,2430,False
205,朝阳区金隅康惠园2号院,"116.581860,39.905616",朝阳区,www.ziroom.com/x/695221476.html,金隅康惠园2号院,3,西,10.5,17/21,双桥站,933,2390,False
206,朝阳区万象新天罗兰大道,"116.592625,39.929802",朝阳区,www.ziroom.com/x/724579994.html,万象新天罗兰大道,4,北,8.1,6/16,常营站,351,2390,False
207,朝阳区京通苑,"116.596881,39.914036",朝阳区,www.ziroom.com/x/807912933.html,京通苑,3,西,10.3,23/24,管庄站,847,2430,False
208,朝阳区金隅汇星苑,"116.536500,39.921168",朝阳区,www.ziroom.com/x/715112309.html,金隅汇星苑,3,南,9.4,28/29,高碑店站,1180,2390,False
209,朝阳区金隅康惠园2号院,"116.581860,39.905616",朝阳区,www.ziroom.com/x/610039790.html,金隅康惠园2号院,3,东,10.2,20/22,双桥站,933,2390,False
210,朝阳区泰福苑D3区,"116.502061,39.923045",朝阳区,www.ziroom.com/x/771062491.html,泰福苑D3区,3,南,9.2,2/27,黄渠站,694,2430,False
211,朝阳区烟厂宿舍,"116.581045,39.914935",朝阳区,www.ziroom.com/x/807923776.html,烟厂宿舍,2,北,10.7,2/6,双桥站,933,2430,False
212,朝阳区弘善家园,"116.448050,39.870565",朝阳区,www.ziroom.com/x/771476293.html,弘善家园,3,北,8.15,17/26,十里河站,717,2390,False
213,朝阳区沁园小区,"116.455155,39.995801",朝阳区,www.ziroom.com/x/721174421.html,沁园小区,4,北,17.5,5/26,常营站,961,2490,False
214,朝阳区金隅康惠园3号院,"116.578126,39.906108",朝阳区,www.ziroom.com/x/776018124.html,金隅康惠园3号院,4,西,10.6,12/22,双桥站,590,2430,False
215,朝阳区康泉小区,"116.610228,39.900102",朝阳区,www.ziroom.com/x/718190216.html,康泉小区,3,北,15.74,11/28,八里桥站,1173,2460,False
216,朝阳区双惠小区,"116.598803,39.908138",朝阳区,www.ziroom.com/x/733104354.html,双惠小区,3,北,11.7,2/6,双桥站,728,2430,False
217,朝阳区燕保祈东家园,"116.534097,39.853389",朝阳区,www.ziroom.com/x/807897582.html,燕保祈东家园,3,南,9.2,15/28,焦化厂站,1063,2460,False
218,朝阳区苹果派,"116.578150,39.929918",朝阳区,www.ziroom.com/x/637977724.html,苹果派,3,北,11.5,4/12,黄渠站,854,2430,False
219,朝阳区连心园西区,"116.608082,39.920163",朝阳区,www.ziroom.com/x/760393267.html,连心园西区,4,南,13.5,2/6,常营站,969,2460,False
220,朝阳区金隅康惠园3号院,"116.578126,39.906108",朝阳区,www.ziroom.com/x/776018318.html,金隅康惠园3号院,4,东,9.6,12/22,双桥站,590,2430,True
221,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/786134739.html,北京像素北区,4,南,11.9,6/13,草房站,349,2490,False
222,朝阳区艺水芳园,"116.562768,39.904875",朝阳区,www.ziroom.com/x/710831990.html,艺水芳园,4,南,10.9,3/10,传媒大学站,1060,2430,False
223,朝阳区福盈家园,"116.566914,39.921292",朝阳区,www.ziroom.com/x/768226987.html,福盈家园,3,南,9.0,13/20,褡裢坡站,433,2460,False
224,朝阳区万象新天四区,"116.592250,39.926694",朝阳区,www.ziroom.com/x/719022961.html,万象新天四区,4,西南,10.2,4/5,常营站,696,2430,False
225,朝阳区天泰新房苑,"116.563945,39.902975",朝阳区,www.ziroom.com/x/771473092.html,天泰新房苑,5,南,17.2,6/7,传媒大学站,1294,2490,False
226,朝阳区远洋一方润园2号院,"116.596816,39.901975",朝阳区,www.ziroom.com/x/807845075.html,远洋一方润园2号院,3,南,12.3,5/9,管庄站,1197,2460,False
227,朝阳区紫南家园,"116.498016,39.876391",朝阳区,www.ziroom.com/x/716467302.html,紫南家园,5,北,10.06,5/11,南楼梓庄站,383,2430,False
228,朝阳区金隅康惠园2号院,"116.581860,39.905616",朝阳区,www.ziroom.com/x/807906787.html,金隅康惠园2号院,3,西,12.6,20/20,双桥站,933,2460,False
229,朝阳区华龙美树,"116.579770,39.912570",朝阳区,www.ziroom.com/x/723877035.html,华龙美树,3,北,11.13,11/16,双桥站,361,2460,False
230,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/713834722.html,北京像素北区,3,东北,13.0,7/14,草房站,349,2490,True
231,朝阳区泰福苑D1区,"116.478316,39.922750",朝阳区,www.ziroom.com/x/763425778.html,泰福苑D1区,3,南,9.9,3/27,黄渠站,707,2460,True
232,朝阳区福盈家园,"116.566914,39.921292",朝阳区,www.ziroom.com/x/716420257.html,福盈家园,3,南,9.0,8/20,褡裢坡站,433,2460,False
233,朝阳区万方家园,"116.581368,39.917846",朝阳区,www.ziroom.com/x/782740224.html,万方家园,3,北,11.3,4/6,黄渠站,942,2430,False
234,朝阳区康泉小区,"116.610228,39.900102",朝阳区,www.ziroom.com/x/716963263.html,康泉小区,3,南,12.2,11/28,八里桥站,1173,2460,False
235,朝阳区泰福苑D2区,"116.501991,39.923084",朝阳区,www.ziroom.com/x/615300959.html,泰福苑D2区,3,南,9.6,14/27,黄渠站,664,2460,False
236,朝阳区北京新天地一期,"116.605294,39.913875",朝阳区,www.ziroom.com/x/516311806.html,北京新天地一期,3,南,9.85,19/28,管庄站,1057,2430,False
237,朝阳区天泰北双苑,"116.558103,39.902999",朝阳区,www.ziroom.com/x/714866026.html,天泰北双苑,3,南,13.18,6/6,传媒大学站,1102,2460,False
238,朝阳区保利嘉园一号院,"116.608441,39.930858",朝阳区,www.ziroom.com/x/778154743.html,保利嘉园一号院,3,西,10.0,17/29,常营站,941,2430,False
239,朝阳区北京像素南区,"116.617944,39.926346",朝阳区,www.ziroom.com/x/698694027.html,北京像素南区,3,东北,12.0,14/16,草房站,324,2490,False
240,朝阳区北京像素南区,"116.617944,39.926346",朝阳区,www.ziroom.com/x/659938643.html,北京像素南区,3,东北,11.9,2/16,草房站,324,2490,False
241,朝阳区苹果派,"116.578150,39.929918",朝阳区,www.ziroom.com/x/796934331.html,苹果派,4,北,12.8,7/12,黄渠站,854,2460,False
242,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/694093869.html,北京像素北区,4,东,12.5,10/17,草房站,349,2490,False
243,朝阳区连心园西区,"116.608082,39.920163",朝阳区,www.ziroom.com/x/751700321.html,连心园西区,3,北,15.5,5/6,常营站,969,2490,False
244,朝阳区康营家园B区,"116.546610,40.035738",朝阳区,www.ziroom.com/x/732233779.html,康营家园B区,4,南,15.12,6/6,孙河站,2095,2430,False
245,朝阳区泰福苑D3区,"116.502061,39.923045",朝阳区,www.ziroom.com/x/720117606.html,泰福苑D3区,3,北,10.8,5/27,黄渠站,694,2460,False
246,朝阳区定福庄西街,"116.550635,39.913444",朝阳区,www.ziroom.com/x/731079673.html,定福庄西街,4,南,10.6,6/6,传媒大学站,512,2460,False
247,朝阳区双合家园,"116.528137,39.856879",朝阳区,www.ziroom.com/x/712633183.html,双合家园,3,北,10.3,17/22,双合站,713,2460,False
248,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/760003715.html,北京像素北区,3,东北,9.1,3/17,草房站,349,2460,False
249,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/807874804.html,北京像素北区,3,西北,10.5,1/13,草房站,349,2490,False
250,朝阳区朝阳旺角,"116.588166,39.905148",朝阳区,www.ziroom.com/x/749776811.html,朝阳旺角,3,西,13.5,4/15,双桥站,1214,2460,False
251,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/688119845.html,北京像素北区,3,西南,10.0,10/14,草房站,349,2490,True
252,朝阳区北京像素南区,"116.617944,39.926346",朝阳区,www.ziroom.com/x/710891839.html,北京像素南区,3,北,11.0,15/16,草房站,324,2490,False
253,朝阳区远洋一方润园6号院,"116.591839,39.904366",朝阳区,www.ziroom.com/x/807913640.html,远洋一方润园6号院,3,南,13.7,15/15,管庄站,1197,2490,False
254,朝阳区福盈家园,"116.566914,39.921292",朝阳区,www.ziroom.com/x/636181130.html,福盈家园,3,南,9.0,15/20,褡裢坡站,433,2490,False
255,朝阳区北京像素南区,"116.617944,39.926346",朝阳区,www.ziroom.com/x/709822899.html,北京像素南区,3,西南,10.1,9/16,草房站,324,2490,False
256,朝阳区苹果派,"116.578150,39.929918",朝阳区,www.ziroom.com/x/720323246.html,苹果派,3,西,12.1,1/10,黄渠站,854,2460,False
257,朝阳区康营家园十七区,"116.542489,40.035470",朝阳区,www.ziroom.com/x/786658442.html,康营家园十七区,3,南,15.9,5/11,孙河站,1888,2490,False
258,朝阳区朝阳旺角,"116.588166,39.905148",朝阳区,www.ziroom.com/x/718961463.html,朝阳旺角,3,南,13.5,4/6,双桥站,1214,2490,False
259,朝阳区黄金苑,"116.413213,40.042833",朝阳区,www.ziroom.com/x/734990034.html,黄金苑,3,南,9.4,1/6,立水桥南站,168,2490,True
260,朝阳区翠成馨园A区,"116.501427,39.860611",朝阳区,www.ziroom.com/x/743057039.html,翠成馨园A区,4,北,11.7,5/6,垡头站,892,2460,False
261,朝阳区优点社区,"116.588428,39.931138",朝阳区,www.ziroom.com/x/690979241.html,优点社区,3,西北,17.0,2/10,黄渠站,1538,2490,False
262,朝阳区农光南路,"116.477042,39.879447",朝阳区,www.ziroom.com/x/715577133.html,农光南路,3,南,11.2,3/18,北工大西门站,678,2490,False
263,朝阳区艺水芳园,"116.562768,39.904875",朝阳区,www.ziroom.com/x/650871925.html,艺水芳园,4,南,10.9,5/10,传媒大学站,1060,2460,False
264,朝阳区金蝉南里五宜社区,"116.502816,39.862456",朝阳区,www.ziroom.com/x/635739459.html,金蝉南里五宜社区,3,东,12.38,9/20,欢乐谷景区站,594,2490,False
265,朝阳区翠成馨园B区,"116.508621,39.856291",朝阳区,www.ziroom.com/x/769421542.html,翠成馨园B区,5,南,12.3,1/6,垡头站,740,2490,False
266,朝阳区北京像素北区,"116.615072,39.927305",朝阳区,www.ziroom.com/x/788830466.html,北京像素北区,3,东,10.0,6/13,草房站,349,2490,False
267,朝阳区万象新天四区,"116.592250,39.926694",朝阳区,www.ziroom.com/x/790685494.html,万象新天四区,4,北,11.0,5/5,常营站,696,2460,False
268,朝阳区苹果派,"116.578150,39.929918",朝阳区,www.ziroom.com/x/716486120.html,苹果派,4,北,11.1,4/11,黄渠站,854,2460,False
269,朝阳区康营家园A区,"116.540516,40.033146",朝阳区,www.ziroom.com/x/765121920.html,康营家园A区,3,南,13.5,4/6,孙河站,1939,2460,False
270,朝阳区万象新天四区,"116.592250,39.926694",朝阳区,www.ziroom.com/x/807865879.html,万象新天四区,4,北,8.9,4/10,常营站,696,2460,False
271,朝阳区朝阳旺角,"116.588166,39.905148",朝阳区,www.ziroom.com/x/710531193.html,朝阳旺角,4,南,10.5,12/16,双桥站,1214,2460,False
272,朝阳区朝阳旺角,"116.588166,39.905148",朝阳区,www.ziroom.com/x/807818363.html,朝阳旺角,3,北,10.51,4/16,双桥站,1214,2460,False
273,朝阳区泰福苑D3区,"116.502061,39.923045",朝阳区,www.ziroom.com/x/772040930.html,泰福苑D3区,3,南,8.8,26/27,黄渠站,694,2490,False
274,朝阳区金隅康惠园2号院,"116.581860,39.905616",朝阳区,www.ziroom.com/x/751202905.html,金隅康惠园2号院,3,西,12.15,16/21,双桥站,933,2490,False
275,朝阳区远洋一方润园2号院,"116.596816,39.901975",朝阳区,www.ziroom.com/x/807845061.html,远洋一方润园2号院,3,南,11.3,5/9,管庄站,1197,2490,False
276,朝阳区艺水芳园,"116.562768,39.904875",朝阳区,www.ziroom.com/x/785502784.html,艺水芳园,4,南,11.7,11/17,传媒大学站,1060,2490,False
277,朝阳区北京像素南区,"116.617944,39.926346",朝阳区,www.ziroom.com/x/716222959.html,北京像素南区,3,北,9.0,7/16,草房站,324,2490,False
278,朝阳区定福庄西街,"116.550635,39.913444",朝阳区,www.ziroom.com/x/738563417.html,定福庄西街,3,北,8.6,3/5,传媒大学站,512,2460,False
279,朝阳区万象新天罗兰大道,"116.592625,39.929802",朝阳区,www.ziroom.com/x/619172310.html,万象新天罗兰大道,4,北,9.7,9/16,常营站,351,2490,False
280,朝阳区远洋一方北润园,"116.596245,39.902979",朝阳区,www.ziroom.com/x/567322916.html,远洋一方北润园,3,南,11.6,12/18,管庄站,1197,2490,False
281,朝阳区康营家园A区,"116.540516,40.033146",朝阳区,www.ziroom.com/x/770124986.html,康营家园A区,3,南,14.7,3/6,孙河站,1939,2490,False
282,朝阳区保利嘉园三号院,"116.605629,39.930667",朝阳区,www.ziroom.com/x/730243727.html,保利嘉园三号院,3,西北,11.0,25/29,常营站,737,2490,False
283,朝阳区金蝉南里五宜社区,"116.502816,39.862456",朝阳区,www.ziroom.com/x/715653181.html,金蝉南里五宜社区,3,南,9.18,10/11,欢乐谷景区站,594,2490,False
284,朝阳区康营家园十四区,"116.417250,40.003266",朝阳区,www.ziroom.com/x/722916250.html,康营家园十四区,3,南,12.7,1/11,孙河站,1305,2490,False
285,朝阳区福盈家园,"116.566914,39.921292",朝阳区,www.ziroom.com/x/636562981.html,福盈家园,3,北,9.24,2/20,褡裢坡站,433,2490,False
286,朝阳区艺水芳园,"116.562768,39.904875",朝阳区,www.ziroom.com/x/711162178.html,艺水芳园,4,北,12.44,4/15,传媒大学站,1060,2490,False
287,朝阳区弘善家园,"116.448050,39.870565",朝阳区,www.ziroom.com/x/772134050.html,弘善家园,2,南,8.0,19/28,十里河站,717,2490,False
288,朝阳区远洋一方润园2号院,"116.596816,39.901975",朝阳区,www.ziroom.com/x/754500226.html,远洋一方润园2号院,3,南,11.2,6/11,管庄站,1197,2490,False
289,朝阳区城锦苑,"116.424292,40.036371",朝阳区,www.ziroom.com/x/724886417.html,城锦苑,3,南,10.0,23/27,北苑路北站,1162,2490,False
290,朝阳区北花园小区2号院,"116.551627,39.905568",朝阳区,www.ziroom.com/x/764132229.html,北花园小区2号院,4,北,11.1,17/29,传媒大学站,889,2490,False
