,formatted_block,geo_code,district,link,block,compartment_amount,orientation,area,floor,metro_location,metro_location_distance,price,sublet
5549,顺义区仁和花园一区,"116.684380,40.109804",顺义区,www.ziroom.com/x/744057691.html,仁和花园一区,3,南,11.2,3/20,,顺义顺义城,1330,False
5550,顺义区石园东区,"116.667033,40.110467",顺义区,www.ziroom.com/x/734326457.html,石园东区,3,南,12.54,5/6,顺义站,2884,1630,False
5551,顺义区裕龙二区,"116.667992,40.121041",顺义区,www.ziroom.com/x/785328184.html,裕龙二区,4,北,10.5,4/6,顺义站,2178,1460,True
5552,顺义区裕龙三区,"116.671924,40.123425",顺义区,www.ziroom.com/x/759519006.html,裕龙三区,3,北,8.0,12/22,顺义站,1825,1360,False
5553,顺义区万科城市花园,"116.551061,40.105515",顺义区,www.ziroom.com/x/743805297.html,万科城市花园,4,南,9.0,5/5,后沙峪站,2023,2070,False
5554,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/749772446.html,裕祥花园,4,南,10.2,3/4,后沙峪站,2438,1990,False
5555,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/731482223.html,裕祥花园,3,南,10.2,3/4,后沙峪站,2438,1960,False
5556,顺义区翠竹新村,"116.562109,40.056686",顺义区,www.ziroom.com/x/752398818.html,翠竹新村,3,北,10.4,1/6,国展站,2112,1960,True
5557,顺义区裕龙五区,"116.674804,40.123222",顺义区,www.ziroom.com/x/776705272.html,裕龙五区,5,南,10.2,18/18,顺义站,2287,1390,False
5558,顺义区怡馨家园,"116.648131,40.119679",顺义区,www.ziroom.com/x/776140538.html,怡馨家园,3,北,7.5,5/18,石门站,1790,1360,False
5559,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/745450320.html,石园南区,3,南,13.8,3/6,,顺义顺义城,1530,False
5560,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/765056251.html,石园北区,3,南,9.7,12/16,顺义站,2204,1660,False
5561,顺义区裕龙四区,"116.671633,40.121903",顺义区,www.ziroom.com/x/721880775.html,裕龙四区,3,南,10.0,1/6,顺义站,2149,1770,False
5562,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/733830108.html,裕祥花园,4,南,10.5,3/3,后沙峪站,2438,1890,False
5563,顺义区仁和花园二区,"116.677082,40.110406",顺义区,www.ziroom.com/x/727135556.html,仁和花园二区,3,北,12.7,3/13,,顺义顺义城,1430,False
5564,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/735861870.html,石园南区,3,南,14.5,6/6,,顺义顺义城,1590,False
5565,顺义区南竺园,"116.592416,40.041871",顺义区,www.ziroom.com/x/792126041.html,南竺园,3,南,11.7,4/6,,顺义首都机场,1690,False
5566,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/733830205.html,裕祥花园,4,南,11.2,3/3,后沙峪站,2438,1990,False
5567,顺义区广厦鑫苑,"116.660349,40.116207",顺义区,www.ziroom.com/x/723066794.html,广厦鑫苑,3,北,8.0,10/18,顺义站,1789,1390,False
5568,顺义区滨河小区,"116.682665,40.118378",顺义区,www.ziroom.com/x/743847880.html,滨河小区,3,南,11.8,4/6,顺义站,2753,1590,True
5569,顺义区怡馨家园,"116.648131,40.119679",顺义区,www.ziroom.com/x/723791675.html,怡馨家园,4,北,8.1,9/18,石门站,1790,1460,False
5570,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/616090583.html,石园南区,3,南,14.4,6/6,,顺义顺义城,1360,False
5571,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/755227047.html,天裕昕园西区,3,南,10.7,16/16,花梨坎站,2762,1790,False
5572,顺义区双裕花园西区,"116.548897,40.107257",顺义区,www.ziroom.com/x/718646795.html,双裕花园西区,4,西,7.8,3/5,后沙峪站,1842,1430,True
5573,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/769804207.html,石园南区,3,南,14.3,6/6,,顺义顺义城,1590,False
5574,顺义区澜西园四区,"116.632181,40.113295",顺义区,www.ziroom.com/x/748946103.html,澜西园四区,3,北,11.65,10/11,石门站,2569,1630,False
5575,顺义区双裕花园西区,"116.548897,40.107257",顺义区,www.ziroom.com/x/761754856.html,双裕花园西区,3,北,8.1,2/3,后沙峪站,1842,1630,False
5576,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/623611951.html,石园北区,4,东,11.4,3/6,顺义站,2204,1460,False
5577,顺义区滨河小区,"116.682665,40.118378",顺义区,www.ziroom.com/x/718132598.html,滨河小区,3,南,12.0,2/6,顺义站,2753,1770,False
5578,顺义区石园西区,"116.663286,40.110545",顺义区,www.ziroom.com/x/710453981.html,石园西区,3,东,12.89,4/6,顺义站,2569,1690,False
5579,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/732549417.html,石园南区,3,南,13.34,3/6,,顺义顺义城,1490,False
5580,顺义区南竺园,"116.592416,40.041871",顺义区,www.ziroom.com/x/721884073.html,南竺园,3,南,12.0,3/6,,顺义首都机场,1930,False
5581,顺义区裕龙五区,"116.674804,40.123222",顺义区,www.ziroom.com/x/751827197.html,裕龙五区,4,北,10.4,2/6,顺义站,2287,1590,False
5582,顺义区天竺花园,"116.563948,40.061791",顺义区,www.ziroom.com/x/765279448.html,天竺花园,5,南,6.6,6/7,国展站,1772,1430,False
5583,顺义区天竺花园,"116.563948,40.061791",顺义区,www.ziroom.com/x/740955049.html,天竺花园,3,北,8.6,1/7,国展站,1772,2160,False
5584,顺义区龙府花园,"116.651594,40.141847",顺义区,www.ziroom.com/x/720625595.html,龙府花园,3,北,7.2,4/6,顺义站,1801,1630,False
5585,顺义区樱花园二区,"116.626285,40.025263",顺义区,www.ziroom.com/x/768805398.html,樱花园二区,4,南,12.3,2/6,,顺义李桥,1490,False
5586,顺义区万科城市花园,"116.551061,40.105515",顺义区,www.ziroom.com/x/747582574.html,万科城市花园,4,北,9.0,3/5,后沙峪站,2023,1730,False
5587,顺义区裕龙二区,"116.667992,40.121041",顺义区,www.ziroom.com/x/748037116.html,裕龙二区,3,北,9.2,2/6,顺义站,2178,1390,False
5588,顺义区滨河小区,"116.682665,40.118378",顺义区,www.ziroom.com/x/754786085.html,滨河小区,3,南,11.7,6/6,顺义站,2753,1290,False
5589,顺义区泰和谊园,"116.649085,40.177357",顺义区,www.ziroom.com/x/769041593.html,泰和谊园,3,南,11.5,6/6,,顺义马坡,1360,False
5590,顺义区三山新新家园,"116.535329,40.096642",顺义区,www.ziroom.com/x/741703113.html,三山新新家园,3,南,10.7,5/6,,顺义后沙峪,2190,False
5591,顺义区翠竹新村,"116.562109,40.056686",顺义区,www.ziroom.com/x/745434897.html,翠竹新村,3,西,8.7,8/11,国展站,2112,1890,False
5592,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/726791691.html,裕祥花园,3,北,10.5,4/5,后沙峪站,2438,1790,False
5593,顺义区裕龙一区,"116.667066,40.118916",顺义区,www.ziroom.com/x/717800179.html,裕龙一区,3,北,10.0,4/6,顺义站,2200,1770,False
5594,顺义区仁和花园二区,"116.677082,40.110406",顺义区,www.ziroom.com/x/759495241.html,仁和花园二区,3,南,11.4,1/13,,顺义顺义城,1530,False
5595,顺义区鲁能7号院颐景溪园,"116.663610,40.185009",顺义区,www.ziroom.com/x/740608759.html,鲁能7号院颐景溪园,4,南,11.8,1/15,,顺义马坡,1490,False
5596,顺义区仁和花园一区,"116.684380,40.109804",顺义区,www.ziroom.com/x/761214469.html,仁和花园一区,3,南,11.28,1/21,,顺义顺义城,1330,True
5597,顺义区天竺花园,"116.563948,40.061791",顺义区,www.ziroom.com/x/719365856.html,天竺花园,3,北,7.4,5/7,国展站,1772,1960,False
5598,顺义区裕龙六区,"116.674696,40.119092",顺义区,www.ziroom.com/x/762813223.html,裕龙六区,4,南,10.6,6/6,顺义站,2711,1390,False
5599,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/726021414.html,石园北区,3,北,10.3,5/6,顺义站,2204,1390,False
5600,顺义区西平里,"116.591133,40.044477",顺义区,www.ziroom.com/x/732269378.html,西平里,3,南,11.2,4/6,,顺义首都机场,1690,False
5601,顺义区仓上小区,"116.657799,40.115259",顺义区,www.ziroom.com/x/718195842.html,仓上小区,3,南,7.8,4/6,顺义站,2080,1360,False
5602,顺义区东兴一区,"116.663858,40.130683",顺义区,www.ziroom.com/x/768583656.html,东兴一区,3,南,19.14,2/6,顺义站,397,2260,False
5603,顺义区仁和花园二区,"116.677082,40.110406",顺义区,www.ziroom.com/x/728150176.html,仁和花园二区,2,南,10.0,11/18,,顺义顺义城,1590,False
5604,顺义区广厦鑫苑,"116.660349,40.116207",顺义区,www.ziroom.com/x/760262123.html,广厦鑫苑,4,北,7.8,11/12,顺义站,1789,1460,False
5605,顺义区裕龙六区,"116.674696,40.119092",顺义区,www.ziroom.com/x/751205524.html,裕龙六区,3,南,10.0,6/6,顺义站,2711,1390,False
5606,顺义区佳和宜园,"116.648974,40.173910",顺义区,www.ziroom.com/x/807162043.html,佳和宜园,3,南,11.4,6/6,,顺义马坡,1660,False
5607,顺义区裕龙六区,"116.674696,40.119092",顺义区,www.ziroom.com/x/749860037.html,裕龙六区,4,南,10.67,6/6,顺义站,2711,1330,False
5608,顺义区南竺园,"116.592416,40.041871",顺义区,www.ziroom.com/x/729885797.html,南竺园,3,南,12.0,6/6,,顺义首都机场,1760,False
5609,顺义区馨港庄园三区,"116.668783,40.031516",顺义区,www.ziroom.com/x/746842270.html,馨港庄园三区,3,北,12.0,5/6,,顺义顺义其它,1690,False
5610,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/731214309.html,北辰墅院1900,4,南,11.0,18/18,,顺义马坡,1360,False
5611,顺义区裕龙二区,"116.667992,40.121041",顺义区,www.ziroom.com/x/742259796.html,裕龙二区,4,北,10.45,6/6,顺义站,2178,1390,False
5612,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/730139452.html,石园北区,3,北,9.8,2/6,顺义站,2204,1390,False
5613,顺义区石园东苑,"116.666669,40.105473",顺义区,www.ziroom.com/x/727731136.html,石园东苑,3,南,13.0,6/6,,顺义顺义城,1530,False
5614,顺义区港馨家园西区,"116.677482,40.105683",顺义区,www.ziroom.com/x/732962928.html,港馨家园西区,2,南,9.8,4/6,,顺义顺义城,1630,False
5615,顺义区香悦四季,"116.656343,40.181330",顺义区,www.ziroom.com/x/739506257.html,香悦四季,2,南,9.2,4/11,,顺义马坡,1530,False
5616,顺义区翠竹新村,"116.562109,40.056686",顺义区,www.ziroom.com/x/767488720.html,翠竹新村,3,北,7.5,7/11,国展站,2112,1730,True
5617,顺义区三山新新家园,"116.535329,40.096642",顺义区,www.ziroom.com/x/746928212.html,三山新新家园,3,南,10.7,6/6,,顺义后沙峪,2190,False
5618,顺义区裕龙二区,"116.667992,40.121041",顺义区,www.ziroom.com/x/731346520.html,裕龙二区,4,北,9.0,3/6,顺义站,2178,1530,False
5619,顺义区滨河小区,"116.682665,40.118378",顺义区,www.ziroom.com/x/718709748.html,滨河小区,3,南,11.5,5/5,顺义站,2753,1360,False
5620,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/723284850.html,石园北区,4,北,10.0,2/6,顺义站,2204,1330,False
5621,顺义区仁和花园二区,"116.677082,40.110406",顺义区,www.ziroom.com/x/739581917.html,仁和花园二区,3,北,11.3,2/18,,顺义顺义城,1770,False
5622,顺义区裕龙二区,"116.667992,40.121041",顺义区,www.ziroom.com/x/720780504.html,裕龙二区,3,北,8.8,6/6,顺义站,2178,1770,False
5623,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/736363360.html,北辰墅院1900,3,北,10.2,6/18,,顺义马坡,1430,False
5624,顺义区裕龙三区,"116.671924,40.123425",顺义区,www.ziroom.com/x/761026968.html,裕龙三区,3,北,7.2,6/6,顺义站,1825,1390,False
5625,顺义区澜西园四区,"116.632181,40.113295",顺义区,www.ziroom.com/x/735726361.html,澜西园四区,3,北,10.02,1/10,石门站,2569,1790,False
5626,顺义区蓝天苑,"116.596245,40.041572",顺义区,www.ziroom.com/x/741626580.html,蓝天苑,4,北,12.6,8/11,,顺义首都机场,2060,False
5627,顺义区仁和花园二区,"116.677082,40.110406",顺义区,www.ziroom.com/x/763858980.html,仁和花园二区,3,北,10.79,7/18,,顺义顺义城,1490,False
5628,顺义区裕龙一区,"116.667066,40.118916",顺义区,www.ziroom.com/x/742953346.html,裕龙一区,3,北,9.7,6/6,顺义站,2200,1660,False
5629,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/762131410.html,天裕昕园西区,3,北,9.0,7/15,花梨坎站,2762,1630,False
5630,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/736052766.html,北辰墅院1900,3,南,9.1,12/18,,顺义马坡,2070,False
5631,顺义区义宾南区,"116.646338,40.131293",顺义区,www.ziroom.com/x/739783386.html,义宾南区,3,南,21.0,3/6,顺义站,821,2260,False
5632,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/736053154.html,北辰墅院1900,3,北,10.0,12/18,,顺义马坡,1770,False
5633,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/762311539.html,石园北区,3,北,8.4,5/6,顺义站,2204,1460,False
5634,顺义区南竺园,"116.592416,40.041871",顺义区,www.ziroom.com/x/715296706.html,南竺园,3,南,11.2,6/6,,顺义首都机场,1790,False
5635,顺义区馨港庄园二区,"116.667986,40.033669",顺义区,www.ziroom.com/x/739060639.html,馨港庄园二区,3,北,11.8,5/6,,顺义李桥,2070,False
5636,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/759478848.html,石园北区,2,北,8.3,6/6,顺义站,2204,1460,True
5637,顺义区港馨家园西区,"116.677482,40.105683",顺义区,www.ziroom.com/x/755703899.html,港馨家园西区,3,北,11.2,5/6,,顺义顺义城,1360,False
5638,顺义区石园西区,"116.663286,40.110545",顺义区,www.ziroom.com/x/694190578.html,石园西区,3,南,10.24,6/6,顺义站,2569,1460,False
5639,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/779535926.html,石园南区,3,南,11.5,6/6,,顺义顺义城,1390,False
5640,顺义区希望家园,"116.574590,40.058067",顺义区,www.ziroom.com/x/763917083.html,希望家园,4,南,10.5,6/6,国展站,2915,1790,False
5641,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/749735780.html,石园北区,3,北,8.6,6/6,顺义站,2204,1360,False
5642,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/770564202.html,天裕昕园西区,3,北,9.0,12/14,花梨坎站,2762,1630,False
5643,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/758856302.html,天裕昕园西区,3,北,9.0,12/16,花梨坎站,2762,1790,False
5644,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/776310288.html,天裕昕园西区,3,北,9.0,8/18,花梨坎站,2762,1730,False
5645,顺义区仁和花园二区,"116.677082,40.110406",顺义区,www.ziroom.com/x/735965466.html,仁和花园二区,3,北,10.8,3/13,,顺义顺义城,1770,False
5646,顺义区馨港庄园三区,"116.668783,40.031516",顺义区,www.ziroom.com/x/742991952.html,馨港庄园三区,3,北,11.0,4/6,,顺义顺义其它,1190,True
5647,顺义区裕龙二区,"116.667992,40.121041",顺义区,www.ziroom.com/x/762513299.html,裕龙二区,4,北,8.0,6/6,顺义站,2178,1290,False
5648,顺义区蓝海苑,"116.596256,40.039082",顺义区,www.ziroom.com/x/760612681.html,蓝海苑,4,北,11.3,4/11,,顺义首都机场,2130,False
5649,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/740962227.html,北辰墅院1900,4,南,8.5,12/17,,顺义马坡,1560,False
5650,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/739892996.html,石园北区,3,北,8.1,3/6,顺义站,2204,1490,False
5651,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/743512648.html,天裕昕园西区,3,北,9.2,5/18,花梨坎站,2762,1560,True
5652,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/752305504.html,天裕昕园西区,3,北,9.2,7/18,花梨坎站,2762,1890,False
5653,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/756477862.html,天裕昕园西区,3,北,9.2,6/18,花梨坎站,2762,1530,False
5654,顺义区前进花园石门苑,"116.631718,40.131431",顺义区,www.ziroom.com/x/769667437.html,前进花园石门苑,3,南,17.5,5/6,石门站,914,2290,False
5655,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/737404267.html,石园北区,4,北,8.35,5/6,顺义站,2204,1470,False
5656,顺义区希望家园,"116.574590,40.058067",顺义区,www.ziroom.com/x/734770911.html,希望家园,4,南,9.7,3/6,国展站,2915,1730,False
5657,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/749189185.html,天裕昕园西区,3,北,9.1,5/18,花梨坎站,2762,1590,False
5658,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/769568594.html,石园北区,4,北,9.08,3/6,顺义站,2204,1660,False
5659,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/763241963.html,北辰墅院1900,4,南,8.5,17/18,,顺义马坡,1260,False
5660,顺义区裕龙一区,"116.667066,40.118916",顺义区,www.ziroom.com/x/612147448.html,裕龙一区,5,北,9.4,6/6,顺义站,2200,1290,True
5661,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/710402280.html,石园北区,3,北,7.8,2/6,顺义站,2204,1360,False
5662,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/756302874.html,天裕昕园西区,3,北,9.0,12/15,花梨坎站,2762,1630,False
5663,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/762755508.html,天裕昕园西区,3,北,9.0,15/16,花梨坎站,2762,1630,False
5664,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/756395315.html,天裕昕园西区,3,北,9.0,7/16,花梨坎站,2762,1560,True
5665,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/766500969.html,天裕昕园西区,3,北,9.0,5/16,花梨坎站,2762,1690,False
5666,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/760351751.html,天裕昕园西区,3,北,9.0,10/15,花梨坎站,2762,1630,False
5667,顺义区天裕昕园西区,"116.523484,40.083827",顺义区,www.ziroom.com/x/756296278.html,天裕昕园西区,3,北,9.0,8/18,花梨坎站,2762,1630,False
5668,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/723331119.html,石园南区,3,南,11.0,3/6,,顺义顺义城,2070,False
5669,顺义区仁和花园二区,"116.677082,40.110406",顺义区,www.ziroom.com/x/755392335.html,仁和花园二区,3,北,10.79,1/13,,顺义顺义城,1330,False
5670,顺义区万科城市花园,"116.551061,40.105515",顺义区,www.ziroom.com/x/527130861.html,万科城市花园,4,西,7.3,5/6,后沙峪站,2023,1530,False
5671,顺义区鲁能7号院颐景溪园,"116.663610,40.185009",顺义区,www.ziroom.com/x/779821785.html,鲁能7号院颐景溪园,3,南,9.01,1/15,,顺义马坡,1530,False
5672,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/770721148.html,石园北区,4,北,9.6,6/6,顺义站,2204,1490,False
5673,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/739359690.html,北辰墅院1900,4,南,8.6,10/17,,顺义马坡,1470,False
5674,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/763241284.html,北辰墅院1900,4,北,10.2,17/18,,顺义马坡,1390,False
5675,顺义区港馨家园西区,"116.677482,40.105683",顺义区,www.ziroom.com/x/745774882.html,港馨家园西区,3,北,11.2,6/6,,顺义顺义城,1290,False
5676,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/741438206.html,北辰墅院1900,4,南,8.5,10/17,,顺义马坡,1770,False
5677,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/736353951.html,北辰墅院1900,3,北,9.3,17/18,,顺义马坡,1770,False
5678,顺义区仓上小区,"116.657799,40.115259",顺义区,www.ziroom.com/x/733336669.html,仓上小区,3,北,7.4,5/6,顺义站,2080,1430,False
5679,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/597126720.html,石园北区,4,北,8.5,5/6,顺义站,2204,1290,False
5680,顺义区仓上小区,"116.657799,40.115259",顺义区,www.ziroom.com/x/617970925.html,仓上小区,3,北,7.3,3/6,顺义站,2080,1430,False
5681,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/758206887.html,裕祥花园,4,北,9.66,4/4,后沙峪站,2438,1790,False
5682,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/735417513.html,北辰墅院1900,3,北,9.0,14/18,,顺义马坡,1770,False
5683,顺义区鲁能7号院颐景溪园,"116.663610,40.185009",顺义区,www.ziroom.com/x/767647121.html,鲁能7号院颐景溪园,4,北,9.7,7/9,,顺义马坡,1390,False
5684,顺义区泰和谊园,"116.649085,40.177357",顺义区,www.ziroom.com/x/762077575.html,泰和谊园,4,北,10.4,2/11,,顺义马坡,1390,False
5685,顺义区幸福西区,"116.655057,40.133837",顺义区,www.ziroom.com/x/723844443.html,幸福西区,5,南,16.1,8/9,顺义站,694,2130,False
5686,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/736680453.html,北辰墅院1900,3,北,9.23,12/18,,顺义马坡,1770,False
5687,顺义区石园南区,"116.662820,40.106038",顺义区,www.ziroom.com/x/613938060.html,石园南区,3,北,11.8,4/6,,顺义顺义城,1230,True
5688,顺义区石园东苑,"116.666669,40.105473",顺义区,www.ziroom.com/x/716846184.html,石园东苑,3,南,10.97,6/6,,顺义顺义城,1490,False
5689,顺义区樱花园三区,"116.625889,40.027959",顺义区,www.ziroom.com/x/762213860.html,樱花园三区,3,北,10.6,2/6,,顺义李桥,1690,False
5690,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/761556491.html,裕祥花园,7,南,7.7,4/4,后沙峪站,2438,1660,False
5691,顺义区裕龙一区,"116.667066,40.118916",顺义区,www.ziroom.com/x/766467601.html,裕龙一区,3,北,7.6,6/6,顺义站,2200,1460,False
5692,顺义区馨港庄园三区,"116.668783,40.031516",顺义区,www.ziroom.com/x/766865786.html,馨港庄园三区,3,北,10.1,6/6,,顺义顺义其它,1390,False
5693,顺义区佳和宜园,"116.648974,40.173910",顺义区,www.ziroom.com/x/807357637.html,佳和宜园,3,北,9.72,3/6,,顺义马坡,1460,False
5694,顺义区希望家园,"116.574590,40.058067",顺义区,www.ziroom.com/x/763902727.html,希望家园,3,北,11.0,6/6,国展站,2915,1690,False
5695,顺义区泰和谊园,"116.649085,40.177357",顺义区,www.ziroom.com/x/751990933.html,泰和谊园,3,北,10.2,6/6,,顺义马坡,1290,False
5696,顺义区南竺园,"116.592416,40.041871",顺义区,www.ziroom.com/x/795054083.html,南竺园,3,南,8.1,5/6,,顺义首都机场,1690,False
5697,顺义区双兴东区,"116.658220,40.138195",顺义区,www.ziroom.com/x/761218834.html,双兴东区,3,南,20.1,2/6,顺义站,1140,1890,False
5698,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/744056430.html,裕祥花园,3,北,7.9,5/6,后沙峪站,2438,1730,False
5699,顺义区北辰墅院1900,"116.654202,40.185326",顺义区,www.ziroom.com/x/732980582.html,北辰墅院1900,3,北,8.9,3/17,,顺义马坡,1460,False
5700,顺义区石园北区,"116.667122,40.113864",顺义区,www.ziroom.com/x/770721245.html,石园北区,4,北,7.8,6/6,顺义站,2204,1360,False
5701,顺义区裕龙四区,"116.671633,40.121903",顺义区,www.ziroom.com/x/756525683.html,裕龙四区,3,北,7.3,6/6,顺义站,2149,1390,False
5702,顺义区馨港庄园三区,"116.668783,40.031516",顺义区,www.ziroom.com/x/744301452.html,馨港庄园三区,3,北,10.0,5/6,,顺义顺义其它,1290,False
5703,顺义区泰和谊园,"116.649085,40.177357",顺义区,www.ziroom.com/x/746310031.html,泰和谊园,3,北,10.2,6/6,,顺义马坡,1330,False
5704,顺义区港馨家园西区,"116.677482,40.105683",顺义区,www.ziroom.com/x/749934824.html,港馨家园西区,3,北,9.7,1/6,,顺义顺义城,1290,False
5705,顺义区鲁能7号院颐景溪园,"116.663610,40.185009",顺义区,www.ziroom.com/x/750761167.html,鲁能7号院颐景溪园,4,北,9.0,8/14,,顺义马坡,1390,False
5706,顺义区石园西区,"116.663286,40.110545",顺义区,www.ziroom.com/x/724805325.html,石园西区,3,北,8.4,4/6,顺义站,2569,1330,False
5707,顺义区裕龙四区,"116.671633,40.121903",顺义区,www.ziroom.com/x/622917042.html,裕龙四区,3,北,6.75,6/6,顺义站,2149,1470,False
5708,顺义区仓上小区,"116.657799,40.115259",顺义区,www.ziroom.com/x/733327454.html,仓上小区,3,北,7.0,6/6,顺义站,2080,1430,False
5709,顺义区望潮家园,"116.686959,40.117760",顺义区,www.ziroom.com/x/785408694.html,望潮家园,3,西,8.6,9/15,,顺义顺义城,1430,False
5710,顺义区三山新新家园,"116.535329,40.096642",顺义区,www.ziroom.com/x/727478936.html,三山新新家园,3,北,10.2,6/6,,顺义后沙峪,1790,False
5711,顺义区天竺新村,"116.588091,40.043206",顺义区,www.ziroom.com/x/713395409.html,天竺新村,3,南,8.7,6/6,,顺义首都机场,1770,False
5712,顺义区佳和宜园,"116.648974,40.173910",顺义区,www.ziroom.com/x/807162050.html,佳和宜园,3,北,9.62,6/6,,顺义马坡,1430,False
5713,顺义区南竺园,"116.592416,40.041871",顺义区,www.ziroom.com/x/713345551.html,南竺园,3,南,9.0,1/5,,顺义首都机场,2070,False
5714,顺义区马坡花园一区,"116.651997,40.172671",顺义区,www.ziroom.com/x/713330225.html,马坡花园一区,4,北,10.8,5/5,,顺义马坡,1260,False
5715,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/726764725.html,裕祥花园,2,北,7.17,6/6,后沙峪站,2438,1830,False
5716,顺义区鲁能7号院颐景溪园,"116.663610,40.185009",顺义区,www.ziroom.com/x/758166632.html,鲁能7号院颐景溪园,3,北,8.1,5/15,,顺义马坡,1390,False
5717,顺义区裕祥花园,"116.547724,40.103499",顺义区,www.ziroom.com/x/737736783.html,裕祥花园,5,北,7.5,4/5,后沙峪站,2438,1560,False
5718,顺义区望潮家园,"116.686959,40.117760",顺义区,www.ziroom.com/x/736561531.html,望潮家园,4,西,9.1,14/15,,顺义顺义城,1760,False
5719,顺义区石园东苑,"116.666669,40.105473",顺义区,www.ziroom.com/x/718943809.html,石园东苑,4,北,11.05,6/6,,顺义顺义城,1470,False
5720,顺义区佳和宜园,"116.648974,40.173910",顺义区,www.ziroom.com/x/713769053.html,佳和宜园,3,南,6.3,5/6,,顺义马坡,1470,False
5721,顺义区鲁能7号院颐景溪园,"116.663610,40.185009",顺义区,www.ziroom.com/x/779278391.html,鲁能7号院颐景溪园,4,北,7.9,9/14,,顺义马坡,1260,False
5722,顺义区三山新新家园,"116.535329,40.096642",顺义区,www.ziroom.com/x/764037557.html,三山新新家园,3,北,9.5,6/6,,顺义后沙峪,1790,False
